make_year,mileage_kmpl,engine_cc,fuel_type,owner_count,brand,transmission,color,service_history,accidents_reported,insurance_valid,price_rub,region
2013,19.5,4000,Petrol,3,Honda,Automatic,Red,Partial,0,Yes,973003,Юг
2015,9.09,1000,Electric,3,Ford,Automatic,Gray,Full,0,Yes,660315,СПб
2012,26.67,1200,Petrol,4,Kia,Automatic,White,Full,0,Yes,808891,СПб
2014,24.83,800,Diesel,5,Ford,Manual,Black,Full,0,Yes,464877,СПб
2023,24.24,800,Diesel,4,Toyota,Automatic,Red,Full,0,No,618668,Юг
2019,18.46,5000,Petrol,3,Kia,Manual,Blue,Full,1,Yes,1192154,Юг
2017,11.82,2000,Diesel,5,BMW,Manual,Blue,Partial,0,Yes,487676,Юг
1999,23.01,1800,Petrol,2,Nissan,Manual,Silver,Full,0,Yes,510014,Юг
2018,18.31,3000,Electric,1,Toyota,Automatic,Blue,Full,1,Yes,1327345,Сибирь
2023,18.62,1200,Petrol,3,Kia,Manual,Blue,Full,0,Yes,704046,Сибирь
2005,17.74,2500,Petrol,3,Kia,Automatic,Silver,Unknown,0,Yes,642153,Сибирь
2009,10.23,1500,Petrol,2,Honda,Manual,Blue,Full,0,Yes,525102,Москва
2021,17.75,800,Diesel,1,Volkswagen,Manual,Gray,Unknown,0,Yes,751611,Юг
1996,14.73,1200,Diesel,3,Honda,Manual,Black,Full,0,Yes,380404,Урал
2021,18.21,1200,Petrol,2,Chevrolet,Manual,Red,Full,0,Yes,749111,Урал
2019,21.12,1500,Diesel,1,Toyota,Automatic,Red,Partial,0,Yes,1002869,Сибирь
2020,14.89,1200,Petrol,5,Kia,Manual,Black,Partial,0,Yes,361817,Юг
2023,18.28,1500,Diesel,2,Toyota,Automatic,Gray,Partial,0,No,791351,Юг
1997,18.82,1200,Diesel,4,Tesla,Manual,Silver,Full,0,Yes,353567,Юг
1999,8.8,4000,Diesel,4,Honda,Manual,Gray,Unknown,0,Yes,526716,Москва
2022,16.52,2000,Petrol,2,Toyota,Automatic,Gray,Partial,1,Yes,899776,Урал
2005,11.84,800,Diesel,5,Nissan,Manual,Red,Full,1,Yes,95000,Москва
2016,21.87,4000,Diesel,3,BMW,Manual,White,Full,0,No,997989,Дальний Восток
2002,15.77,1200,Electric,5,Volkswagen,Manual,Gray,Unknown,1,No,505840,СПб
2012,20.06,3000,Petrol,2,Chevrolet,Automatic,Silver,Full,0,Yes,840155,Дальний Восток
2007,14.29,5000,Diesel,3,Volkswagen,Automatic,Gray,Full,0,Yes,887027,Дальний Восток
2020,10.65,1800,Diesel,5,Tesla,Manual,Blue,Full,0,Yes,598262,Юг
2002,26.43,1200,Electric,2,Honda,Automatic,White,Full,0,Yes,914909,Москва
2020,10.46,1800,Diesel,2,Chevrolet,Manual,Black,Partial,0,Yes,736700,Москва
2014,15.97,1200,Diesel,4,Toyota,Manual,Black,Partial,0,Yes,693698,Сибирь
2004,21.54,5000,Diesel,1,Honda,Manual,Gray,Unknown,1,Yes,1198276,Москва
2009,23.81,800,Petrol,3,BMW,Automatic,Black,Full,3,No,347118,СПб
2023,14.42,800,Diesel,4,Honda,Manual,Silver,Unknown,0,Yes,587967,Урал
1998,23.47,1000,Diesel,5,Hyundai,Automatic,Gray,Full,1,Yes,130725,Урал
2008,21.64,3000,Petrol,4,Ford,Automatic,Red,Partial,1,No,763565,Дальний Восток
2009,20.03,1500,Petrol,2,Honda,Automatic,Red,Full,0,Yes,545052,Сибирь
2012,13.13,1800,Diesel,2,Ford,Manual,Silver,Full,0,Yes,619092,Москва
2002,14.51,1000,Petrol,5,BMW,Manual,Blue,Partial,1,Yes,252103,Дальний Восток
2011,14.09,1800,Diesel,1,Toyota,Manual,Blue,Full,1,Yes,638327,Урал
2023,20.33,2000,Electric,1,Ford,Manual,Red,Partial,0,Yes,1183780,Юг
2021,13.78,2500,Diesel,2,Tesla,Automatic,Red,Partial,0,Yes,793672,Сибирь
2011,22.83,5000,Petrol,5,BMW,Manual,Red,Partial,1,Yes,1057260,Сибирь
1999,8.35,1800,Petrol,4,Kia,Manual,Blue,Unknown,2,Yes,204437,Урал
1996,22.06,800,Petrol,3,Tesla,Manual,Red,Full,1,No,255819,Урал
2017,21.16,1200,Diesel,2,Tesla,Manual,Red,Partial,0,No,805610,СПб
2008,23.01,3000,Petrol,4,Tesla,Manual,Gray,Partial,0,Yes,674295,Москва
1999,20.6,3000,Petrol,2,Toyota,Manual,Silver,Partial,0,Yes,873477,Дальний Восток
2016,23.44,5000,Diesel,1,Toyota,Automatic,White,Full,0,Yes,1315161,Сибирь
2016,18.56,800,Diesel,2,Ford,Automatic,Gray,Full,1,Yes,624229,Сибирь
2002,21.22,1500,Diesel,2,Honda,Automatic,White,Full,0,No,440330,Москва
2018,9.24,1800,Electric,3,Nissan,Automatic,White,Partial,0,Yes,794703,Урал
2017,28.94,4000,Petrol,2,Toyota,Manual,Silver,Full,0,Yes,1265906,Москва
2010,11.38,800,Electric,3,Volkswagen,Automatic,Black,Partial,0,No,672174,Сибирь
2014,16.83,1200,Diesel,4,Toyota,Manual,Black,Partial,1,No,555151,Дальний Восток
2023,11.57,800,Diesel,4,Ford,Manual,White,Partial,0,Yes,404741,Москва
2015,15.41,2500,Diesel,1,Ford,Manual,Black,Full,0,Yes,896360,Дальний Восток
2015,17.45,1800,Petrol,1,Ford,Automatic,Blue,Partial,4,No,745273,СПб
2017,18.1,2000,Petrol,4,Chevrolet,Manual,Silver,Unknown,0,Yes,794176,Урал
2015,24.36,4000,Petrol,1,Nissan,Automatic,Red,Partial,0,Yes,1261780,СПб
2018,11.65,1000,Petrol,3,Honda,Manual,Blue,Full,0,Yes,696177,Сибирь
2012,10.59,1800,Petrol,5,Ford,Manual,Blue,Unknown,0,Yes,401132,Москва
2012,22.56,800,Petrol,3,Honda,Manual,Blue,Partial,0,Yes,492617,Урал
2003,18.79,800,Petrol,3,Hyundai,Manual,Silver,Unknown,1,Yes,399796,Дальний Восток
2001,18.06,800,Diesel,3,Volkswagen,Automatic,Gray,Partial,0,Yes,321822,Юг
2008,17.98,4000,Diesel,1,Nissan,Automatic,Red,Full,1,No,1084661,Дальний Восток
2001,19.29,2000,Diesel,2,Tesla,Automatic,White,Full,0,No,545659,Москва
2014,24.74,1200,Diesel,2,Kia,Manual,Silver,Unknown,1,Yes,684645,Дальний Восток
1997,17.61,1800,Diesel,5,BMW,Manual,Silver,Partial,0,Yes,325420,Москва
2003,15.08,1000,Diesel,4,BMW,Automatic,Blue,Unknown,0,Yes,135896,СПб
2016,18.63,800,Diesel,5,Honda,Manual,White,Partial,1,Yes,306688,Юг
2013,16.62,2000,Diesel,1,Chevrolet,Manual,Gray,Unknown,0,Yes,761724,Дальний Восток
2017,23.18,1200,Diesel,4,Honda,Automatic,White,Partial,1,Yes,577676,Сибирь
2023,22.98,1500,Petrol,1,Toyota,Automatic,Black,Partial,0,Yes,839940,Сибирь
2003,13.21,3000,Diesel,5,Toyota,Automatic,Black,Full,1,Yes,481670,Москва
2001,17.22,3000,Petrol,4,Nissan,Automatic,Silver,Full,0,Yes,443695,Урал
2001,22.64,3000,Petrol,2,Hyundai,Manual,Silver,Full,0,Yes,636718,Сибирь
2004,14.53,3000,Petrol,1,BMW,Manual,Black,Partial,1,Yes,741873,Урал
1996,12.1,800,Diesel,2,Kia,Manual,Silver,Full,1,Yes,222875,Москва
2011,22.68,2500,Diesel,3,BMW,Automatic,Blue,Full,0,Yes,810604,Сибирь
2016,17.67,4000,Petrol,2,Kia,Automatic,Gray,Partial,1,Yes,1055027,Юг
2006,14.27,800,Diesel,2,BMW,Manual,Silver,Full,1,Yes,441588,Москва
2016,24.8,1800,Diesel,5,Ford,Automatic,Silver,Unknown,1,Yes,747793,Сибирь
2018,16.44,1800,Electric,1,Chevrolet,Manual,Gray,Unknown,0,Yes,887011,Москва
2016,16.24,1200,Diesel,3,Volkswagen,Automatic,Red,Partial,0,Yes,519655,Москва
2022,8.48,5000,Diesel,2,Kia,Manual,Blue,Partial,0,Yes,1091022,Сибирь
2003,28.13,1200,Petrol,4,Tesla,Automatic,Blue,Unknown,1,Yes,449077,Юг
2006,15.5,1500,Petrol,1,Honda,Manual,Black,Full,0,Yes,475555,Юг
2009,23.0,1000,Diesel,2,Tesla,Manual,Silver,Unknown,0,Yes,568233,Москва
2013,16.01,2000,Diesel,5,BMW,Automatic,Blue,Unknown,1,Yes,536623,Урал
2001,20.16,800,Diesel,4,Honda,Automatic,Gray,Full,2,Yes,269219,Москва
2011,15.72,800,Diesel,1,BMW,Manual,White,Partial,0,Yes,616397,СПб
2009,20.36,800,Diesel,2,Honda,Manual,Black,Unknown,0,Yes,479512,Москва
2004,28.45,1000,Petrol,1,BMW,Manual,Black,Full,2,No,467979,СПб
2021,12.68,4000,Diesel,3,BMW,Manual,Silver,Full,0,Yes,1118545,Юг
2004,16.21,3000,Diesel,3,Ford,Manual,Gray,Full,0,Yes,615429,Юг
2003,24.85,3000,Diesel,4,Hyundai,Automatic,Blue,Partial,1,No,752418,Юг
1999,19.6,4000,Diesel,2,Tesla,Automatic,Black,Full,0,Yes,733821,СПб
1995,21.54,3000,Diesel,5,Ford,Automatic,White,Full,0,Yes,621775,СПб
2000,18.64,4000,Petrol,2,Nissan,Manual,Blue,Full,3,Yes,873588,Юг
2004,22.85,1800,Petrol,1,Kia,Manual,Black,Partial,0,Yes,629646,Сибирь
2012,23.03,4000,Petrol,5,Nissan,Manual,Blue,Full,0,Yes,749896,Юг
1996,20.4,800,Petrol,4,Tesla,Manual,Red,Full,0,No,264841,Урал
2020,14.78,3000,Diesel,3,Nissan,Automatic,Gray,Unknown,1,Yes,1072256,Москва
2012,25.06,1200,Diesel,2,Nissan,Manual,White,Unknown,1,Yes,669136,Урал
1997,12.26,1500,Electric,1,Toyota,Manual,Silver,Full,1,Yes,708493,Сибирь
2021,16.06,800,Petrol,5,Honda,Automatic,Black,Unknown,0,Yes,500819,Сибирь
2020,21.77,1200,Petrol,1,Volkswagen,Automatic,Red,Unknown,3,Yes,618016,Урал
2007,15.9,1000,Petrol,4,Tesla,Manual,Black,Full,0,Yes,249334,Юг
2013,12.34,1000,Electric,1,Toyota,Automatic,Silver,Full,0,Yes,850008,Юг
2011,19.71,5000,Petrol,3,Ford,Manual,Gray,Partial,0,Yes,996509,Сибирь
1997,23.32,4000,Petrol,5,BMW,Manual,Blue,Full,0,Yes,651994,Дальний Восток
1997,12.6,1800,Petrol,2,Toyota,Automatic,Silver,Partial,1,Yes,440132,Москва
1997,13.67,5000,Petrol,1,Honda,Manual,White,Full,1,Yes,922042,Сибирь
1995,17.1,1200,Diesel,5,Kia,Automatic,Blue,Partial,1,Yes,245103,Сибирь
1999,14.51,5000,Electric,1,Volkswagen,Manual,Silver,Full,0,Yes,1223818,Урал
2021,16.45,2500,Petrol,5,Chevrolet,Manual,Black,Unknown,1,Yes,848840,Москва
2015,17.44,3000,Petrol,5,Hyundai,Manual,White,Full,0,Yes,918128,Сибирь
2018,16.9,800,Petrol,1,Honda,Automatic,White,Unknown,0,Yes,661833,Урал
1996,21.4,2500,Petrol,2,BMW,Manual,Silver,Full,1,Yes,488757,СПб
2013,22.33,1800,Petrol,3,Chevrolet,Automatic,Gray,Full,1,No,792041,Урал
2005,16.37,2500,Petrol,1,Toyota,Manual,White,Partial,0,Yes,663216,Дальний Восток
2008,19.94,1200,Petrol,1,BMW,Manual,Black,Full,0,Yes,675870,Дальний Восток
1998,11.71,800,Petrol,3,Honda,Manual,Red,Full,0,No,260545,Москва
1998,16.57,5000,Diesel,5,Honda,Manual,Red,Partial,0,Yes,820235,Дальний Восток
2015,15.89,1800,Diesel,1,Kia,Manual,Blue,Full,0,Yes,653366,СПб
2013,20.08,1200,Petrol,4,Ford,Manual,Black,Full,0,No,520990,Москва
1999,23.1,4000,Petrol,3,Toyota,Automatic,Gray,Full,0,Yes,838596,Москва
2007,31.23,1200,Diesel,3,Chevrolet,Manual,Silver,Full,2,Yes,535640,Дальний Восток
2004,19.4,1200,Electric,3,Tesla,Manual,Gray,Full,1,No,777232,СПб
1998,20.65,800,Diesel,4,Nissan,Manual,Red,Full,2,Yes,487435,Москва
2012,10.63,1200,Petrol,3,Nissan,Manual,Silver,Full,0,No,393817,Москва
2014,16.88,800,Diesel,5,Hyundai,Manual,Gray,Full,1,Yes,631140,Сибирь
2023,26.23,1000,Petrol,4,Hyundai,Manual,White,Unknown,0,Yes,478468,Сибирь
2015,22.29,2500,Diesel,2,Toyota,Automatic,Gray,Full,0,Yes,750068,Дальний Восток
2005,19.15,1000,Petrol,1,BMW,Automatic,Black,Full,2,Yes,554865,Москва
2022,20.69,1800,Diesel,3,Volkswagen,Automatic,Gray,Full,0,Yes,701452,Урал
2020,16.55,4000,Diesel,5,Ford,Automatic,White,Full,0,Yes,833745,Сибирь
2002,13.47,3000,Petrol,3,Honda,Manual,White,Full,1,Yes,559999,Москва
2008,29.15,1800,Diesel,5,Hyundai,Manual,White,Partial,0,No,577206,Дальний Восток
2009,21.84,1000,Diesel,5,Toyota,Manual,Black,Partial,0,Yes,374791,Сибирь
2006,20.48,1200,Petrol,2,Toyota,Manual,Silver,Full,0,Yes,606052,Сибирь
2007,13.99,2500,Diesel,1,Chevrolet,Automatic,Gray,Full,0,No,671513,Москва
2015,20.46,2000,Petrol,5,Volkswagen,Manual,Silver,Full,3,Yes,575475,Урал
1996,15.0,2000,Diesel,2,Kia,Automatic,Blue,Partial,0,No,306011,Дальний Восток
2012,20.14,2000,Diesel,4,Kia,Manual,Black,Full,0,No,565226,Сибирь
2001,24.16,2000,Petrol,5,Toyota,Automatic,Red,Unknown,3,Yes,457912,Москва
2023,14.01,1000,Petrol,4,Nissan,Automatic,Black,Full,2,Yes,593228,Урал
2010,16.18,2000,Diesel,5,Ford,Automatic,Gray,Unknown,0,Yes,432199,Урал
2010,17.06,2500,Petrol,4,Hyundai,Automatic,White,Full,2,No,704233,Москва
2015,21.38,5000,Petrol,5,Tesla,Manual,Red,Unknown,2,Yes,1235649,Сибирь
2014,27.99,3000,Petrol,4,Volkswagen,Manual,Red,Full,1,Yes,990505,Москва
2006,17.05,1800,Petrol,1,Kia,Automatic,Blue,Full,2,Yes,561523,Юг
2016,20.02,1200,Electric,2,Chevrolet,Manual,White,Full,0,Yes,931050,Юг
2005,25.21,2000,Petrol,3,Kia,Automatic,Red,Full,0,Yes,861045,Юг
2014,22.84,800,Diesel,5,Hyundai,Manual,Blue,Full,0,No,429716,Сибирь
2022,19.59,2000,Diesel,1,BMW,Manual,Gray,Unknown,1,Yes,890435,Урал
2016,17.71,3000,Petrol,5,Hyundai,Manual,White,Full,2,Yes,798066,Сибирь
2006,13.62,4000,Petrol,4,Kia,Automatic,Gray,Full,0,No,790220,Дальний Восток
2012,18.15,2500,Diesel,4,Tesla,Manual,Blue,Unknown,0,Yes,741758,Юг
1995,16.86,1800,Petrol,5,Tesla,Automatic,Silver,Partial,1,Yes,219062,Урал
2022,24.35,5000,Petrol,1,Hyundai,Automatic,Red,Full,0,Yes,1344228,Урал
2018,20.93,800,Petrol,5,Chevrolet,Manual,Red,Unknown,0,Yes,414532,Дальний Восток
1998,22.08,1500,Petrol,2,Volkswagen,Manual,Silver,Partial,1,Yes,506561,Юг
2008,18.02,800,Diesel,4,Hyundai,Manual,Black,Full,1,Yes,449023,Москва
2016,12.4,5000,Petrol,1,Honda,Automatic,Black,Partial,1,Yes,1184320,СПб
2016,23.0,1500,Petrol,3,Nissan,Manual,Silver,Full,1,Yes,927295,Дальний Восток
2005,9.56,1800,Petrol,1,Toyota,Automatic,Black,Partial,0,Yes,433226,Сибирь
2007,13.64,4000,Petrol,5,Hyundai,Manual,White,Partial,3,Yes,610823,Москва
2003,23.98,4000,Diesel,4,Ford,Manual,White,Unknown,1,Yes,844818,Дальний Восток
2011,11.46,1800,Petrol,1,Nissan,Manual,White,Full,0,Yes,582239,Урал
2019,23.88,1200,Diesel,1,Volkswagen,Automatic,Red,Full,1,No,709371,СПб
2018,25.08,1200,Diesel,5,BMW,Manual,White,Full,0,Yes,670680,Урал
2019,13.76,1500,Electric,4,Honda,Automatic,Red,Partial,0,Yes,1067349,Юг
1998,19.84,4000,Electric,4,BMW,Automatic,Red,Partial,1,Yes,1098908,Урал
2021,29.06,5000,Petrol,4,BMW,Automatic,Black,Partial,0,Yes,1287346,Дальний Восток
1996,12.04,5000,Diesel,4,BMW,Automatic,Red,Partial,0,No,698600,Сибирь
2005,13.62,1000,Diesel,1,Ford,Manual,Gray,Full,0,Yes,298424,Урал
2008,15.71,2000,Electric,2,Toyota,Automatic,Gray,Full,0,Yes,915698,Москва
2006,19.34,1200,Diesel,3,Honda,Manual,Silver,Full,0,No,381059,Урал
2004,25.1,5000,Electric,1,Kia,Automatic,Black,Full,1,Yes,1360713,Юг
2020,10.98,2500,Petrol,3,Volkswagen,Manual,Black,Full,0,Yes,806364,Урал
1995,23.85,1200,Petrol,5,Volkswagen,Automatic,Silver,Unknown,0,No,295068,Урал
2018,21.69,2500,Diesel,2,Ford,Automatic,Silver,Full,1,No,942889,СПб
2010,20.15,800,Diesel,3,Chevrolet,Manual,White,Full,1,No,482151,Сибирь
1999,17.77,5000,Diesel,2,Chevrolet,Manual,Gray,Partial,0,Yes,1101735,СПб
2012,15.13,3000,Diesel,3,Kia,Automatic,Silver,Full,0,No,724585,Сибирь
2013,23.25,4000,Diesel,1,Tesla,Manual,Gray,Partial,1,Yes,1027322,СПб
1998,17.06,800,Electric,5,BMW,Manual,Red,Partial,1,Yes,661228,Юг
2006,13.51,1500,Diesel,3,Hyundai,Automatic,Black,Unknown,0,Yes,365576,Урал
2019,13.75,1200,Diesel,5,Toyota,Manual,Gray,Unknown,0,Yes,419217,Юг
2018,18.15,1000,Petrol,1,Honda,Manual,Red,Full,1,Yes,580772,Сибирь
2008,21.35,800,Diesel,1,Kia,Automatic,White,Full,0,Yes,467104,Сибирь
2000,18.19,1500,Petrol,1,Volkswagen,Manual,Gray,Full,0,Yes,444002,Дальний Восток
1999,9.82,1200,Petrol,4,Honda,Manual,Red,Full,3,Yes,201718,Урал
2006,19.02,1800,Diesel,2,Honda,Automatic,Red,Full,0,Yes,540403,Урал
2010,21.25,1800,Petrol,1,Tesla,Manual,Silver,Full,0,Yes,859815,Сибирь
2017,15.53,800,Petrol,1,Hyundai,Automatic,Red,Partial,1,Yes,550293,Юг
2011,19.57,4000,Petrol,2,Chevrolet,Automatic,Silver,Partial,1,Yes,792069,СПб
2002,12.14,4000,Diesel,5,BMW,Automatic,Blue,Unknown,1,Yes,515849,СПб
2009,16.45,2500,Petrol,1,Tesla,Manual,Silver,Full,1,Yes,808389,Москва
2020,18.01,1000,Petrol,2,Volkswagen,Manual,Gray,Full,0,Yes,595066,СПб
2004,12.21,2500,Petrol,2,BMW,Manual,Silver,Partial,0,No,486384,СПб
2010,17.9,800,Petrol,2,Volkswagen,Automatic,Red,Unknown,2,Yes,431391,Урал
2015,11.41,4000,Electric,1,Honda,Automatic,Silver,Full,0,Yes,1270426,СПб
2016,23.46,5000,Diesel,4,Nissan,Automatic,Gray,Full,0,Yes,945016,Дальний Восток
2018,17.46,1200,Petrol,5,Ford,Automatic,Black,Unknown,0,Yes,483676,Урал
2013,21.23,1800,Petrol,5,Volkswagen,Automatic,Red,Full,1,Yes,485742,Урал
2012,14.36,5000,Petrol,5,Nissan,Manual,Gray,Partial,2,Yes,768426,СПб
2006,25.08,4000,Electric,3,Chevrolet,Manual,White,Full,0,No,1406533,Урал
2018,17.12,2000,Petrol,5,Honda,Automatic,Black,Partial,0,Yes,673256,СПб
2016,17.09,2000,Petrol,4,BMW,Automatic,Black,Full,0,Yes,583298,Юг
2008,19.14,4000,Petrol,1,Hyundai,Manual,Black,Full,0,No,876201,Дальний Восток
2003,20.36,1200,Petrol,3,Hyundai,Manual,Gray,Full,0,Yes,438181,Москва
2001,22.32,800,Petrol,2,Tesla,Manual,Black,Partial,0,Yes,442257,СПб
1996,25.11,2500,Diesel,1,Nissan,Manual,Black,Unknown,0,Yes,580732,Сибирь
2013,5.0,800,Electric,2,BMW,Automatic,Black,Partial,2,Yes,753032,Урал
2019,9.54,2500,Diesel,2,Kia,Manual,Gray,Partial,0,Yes,980608,Урал
2004,21.56,1500,Petrol,1,Tesla,Manual,Red,Partial,1,Yes,597023,Сибирь
2017,13.23,2000,Diesel,5,Toyota,Automatic,Red,Unknown,1,Yes,710445,Москва
2014,11.52,2500,Diesel,5,Volkswagen,Manual,Silver,Full,0,Yes,563883,Урал
2017,15.68,1500,Petrol,4,BMW,Automatic,White,Full,2,Yes,731466,Сибирь
2014,15.99,1200,Petrol,3,BMW,Manual,Blue,Partial,0,Yes,579700,Сибирь
2002,13.55,800,Diesel,5,BMW,Manual,Silver,Unknown,0,Yes,95000,Юг
2012,19.17,1500,Electric,5,BMW,Automatic,White,Partial,0,Yes,808021,Урал
2004,14.02,1800,Petrol,5,Toyota,Manual,Red,Full,2,Yes,452386,СПб
2003,28.29,2500,Petrol,2,Tesla,Manual,Red,Full,1,Yes,841649,Москва
2009,13.41,5000,Petrol,5,Toyota,Automatic,Blue,Full,2,No,1144646,Дальний Восток
2003,16.21,4000,Petrol,1,Toyota,Manual,Black,Unknown,0,Yes,924303,Москва
2022,21.8,800,Petrol,3,Nissan,Manual,White,Full,1,Yes,628354,Дальний Восток
2004,15.03,1500,Petrol,2,Hyundai,Automatic,Blue,Full,0,Yes,399392,Москва
2017,20.94,1500,Diesel,2,Hyundai,Automatic,Black,Partial,0,Yes,775594,Москва
2010,18.46,3000,Diesel,4,Kia,Manual,Gray,Unknown,1,Yes,553733,Юг
2016,13.55,3000,Electric,3,Honda,Manual,White,Full,2,Yes,1052195,Юг
2003,26.18,5000,Diesel,1,Nissan,Manual,White,Full,0,Yes,1045902,Сибирь
2009,23.59,4000,Diesel,4,Honda,Manual,Black,Full,0,Yes,920116,Урал
2018,10.98,3000,Diesel,5,Toyota,Manual,White,Full,0,Yes,707603,Москва
2011,14.5,4000,Petrol,4,Hyundai,Automatic,Black,Full,1,Yes,1037446,Сибирь
2001,19.41,4000,Diesel,5,Hyundai,Manual,Silver,Partial,1,Yes,593377,Москва
2017,22.13,2500,Diesel,2,Hyundai,Automatic,Black,Partial,1,No,848955,Юг
2022,21.44,2000,Diesel,4,Nissan,Automatic,Gray,Unknown,0,Yes,853377,Москва
2022,14.98,1200,Electric,5,Volkswagen,Manual,Blue,Full,1,Yes,714100,Юг
2006,16.82,1000,Diesel,2,Toyota,Manual,Gray,Full,0,Yes,340253,Москва
1995,22.71,800,Petrol,4,Volkswagen,Automatic,Silver,Partial,0,No,291792,Дальний Восток
2017,15.2,1800,Petrol,2,Hyundai,Automatic,Blue,Full,0,Yes,650461,Сибирь
1999,19.81,1800,Diesel,1,Hyundai,Manual,Gray,Partial,0,Yes,637962,Урал
2012,21.91,2000,Petrol,3,Ford,Manual,Gray,Unknown,0,Yes,628126,Москва
2022,16.89,2000,Petrol,2,Hyundai,Automatic,Gray,Unknown,0,Yes,787853,Москва
2013,20.51,2000,Petrol,5,Honda,Automatic,Red,Full,1,Yes,676149,Дальний Восток
2020,21.89,1500,Petrol,3,Volkswagen,Manual,Red,Partial,1,No,747063,Москва
1995,13.38,800,Diesel,1,Tesla,Automatic,Gray,Full,0,Yes,308235,Дальний Восток
2008,8.36,4000,Electric,1,BMW,Automatic,Silver,Partial,0,Yes,1235491,Юг
2001,18.88,800,Petrol,1,Ford,Automatic,Red,Partial,0,No,455644,Москва
2017,18.11,4000,Diesel,3,Nissan,Manual,Gray,Partial,1,No,990264,Дальний Восток
2001,16.85,1500,Petrol,1,Toyota,Manual,Silver,Partial,0,Yes,432452,Дальний Восток
2023,19.08,800,Petrol,1,Honda,Manual,Silver,Full,2,Yes,779717,Юг
2010,21.36,2000,Diesel,4,Chevrolet,Manual,Blue,Full,0,Yes,743496,Юг
2015,11.38,4000,Petrol,4,Toyota,Manual,Red,Full,0,Yes,851778,Юг
1997,19.47,2500,Electric,3,Honda,Automatic,White,Full,1,Yes,988866,СПб
2019,17.06,1500,Diesel,5,Toyota,Manual,Red,Partial,0,Yes,716733,Сибирь
2016,24.24,1000,Diesel,5,Nissan,Automatic,Blue,Partial,1,Yes,491559,Урал
2000,12.09,2000,Petrol,1,Volkswagen,Manual,Black,Full,0,Yes,698753,СПб
2006,21.26,800,Diesel,1,Volkswagen,Manual,White,Partial,0,No,368057,Урал
2007,19.19,3000,Petrol,1,Hyundai,Manual,Red,Partial,0,Yes,694918,СПб
1997,18.52,2000,Petrol,5,Volkswagen,Manual,Blue,Partial,0,No,305955,Урал
2013,15.03,1000,Petrol,4,Toyota,Manual,Silver,Full,0,Yes,550408,Сибирь
2013,20.93,4000,Petrol,3,Toyota,Automatic,Blue,Full,1,Yes,1071763,Москва
2010,14.63,1200,Petrol,4,Tesla,Manual,Silver,Unknown,1,No,373542,Москва
2022,15.88,4000,Petrol,5,Tesla,Manual,Red,Full,0,No,855002,Сибирь
2011,16.69,1800,Electric,1,BMW,Automatic,Blue,Partial,1,No,927528,Москва
2016,26.82,1800,Petrol,1,Volkswagen,Manual,Gray,Full,1,Yes,665778,Москва
1995,18.14,3000,Electric,1,Volkswagen,Automatic,Silver,Partial,0,Yes,889099,Юг
2006,19.56,1800,Petrol,5,Ford,Automatic,Blue,Full,1,No,305879,Юг
2003,16.48,5000,Electric,3,Nissan,Manual,Silver,Full,1,Yes,1151625,Сибирь
2021,22.2,2500,Diesel,1,Tesla,Automatic,Blue,Partial,3,No,921675,Москва
2002,25.84,1000,Diesel,3,Hyundai,Manual,White,Full,0,Yes,534714,Сибирь
2022,18.22,5000,Diesel,5,Hyundai,Manual,Gray,Full,1,No,1151882,СПб
2017,18.68,5000,Petrol,4,Hyundai,Manual,Blue,Partial,0,Yes,1335475,Юг
1996,17.91,1000,Diesel,5,Nissan,Manual,Red,Full,0,Yes,147041,Дальний Восток
2017,17.84,3000,Petrol,2,Chevrolet,Automatic,Black,Partial,1,Yes,948732,Урал
2003,10.1,4000,Diesel,4,BMW,Manual,Gray,Full,0,Yes,802956,Урал
2001,16.58,2000,Electric,4,BMW,Automatic,Red,Partial,2,No,723448,Урал
2005,17.34,2000,Petrol,3,BMW,Manual,Red,Partial,1,No,402384,Урал
2023,16.88,2500,Petrol,2,Toyota,Manual,Silver,Full,0,Yes,933994,Урал
2017,10.18,800,Diesel,4,Hyundai,Automatic,White,Partial,0,Yes,399314,Сибирь
2002,32.17,1500,Diesel,2,Toyota,Manual,White,Unknown,0,No,677158,Москва
2009,18.31,2000,Diesel,3,Tesla,Manual,White,Full,1,No,520697,Сибирь
2006,12.45,800,Diesel,5,Kia,Automatic,Red,Full,0,No,373333,Урал
2017,18.77,3000,Diesel,4,Volkswagen,Automatic,Gray,Partial,0,Yes,892459,Сибирь
